TPA,GNV,47
TPA,JAX,107
TPA,PBI,141
TPA,PNS,55
TPA,TLH,85
TUP,ATL,43
TUP,GLH,42
AMS,NDR,992
AMS,TNG,413
BCN,CMN,815
BCN,NDR,257
BCN,TNG,495
BGY,CMN,516
BLQ,CMN,844
BRU,CMN,452
BRU,NDR,751
BRU,TNG,650
CGN,NDR,606
CMN,BCN,314
CMN,BGY,252
CMN,BLQ,831
CMN,BRU,90
CMN,CUF,78
CMN,LGW,872
CMN,LYS,93
CMN,MPL,879
CMN,SAW,677
CMN,TLS,905
CMN,TSF,506
CUF,CMN,843
FEZ,MPL,411
LGW,CMN,191
LGW,TNG,677
LYS,CMN,928
MPL,CMN,511
MPL,FEZ,160
MPL,NDR,145
NDR,AMS,989
NDR,BCN,230
NDR,BRU,662
NDR,CGN,494
NDR,MPL,520
NDR,PMI,570
PMI,NDR,621
SAW,CMN,440
TLS,CMN,780
TNG,AMS,535
TNG,BCN,792
TNG,BRU,647
TNG,LGW,341
TSF,CMN,324
AUA,LSP,891
AUA,MAR,171
BON,CUR,110
CUR,AUA,786
LSP,AUA,230
MAR,AUA,71
ASF,DME,43
ASF,LED,80
BHK,DME,344
DME,ASF,71
DME,BHK,273
DME,EGO,139
DME,FEG,578
DME,KSQ,510
DME,NMA,854
DME,NVI,217
DME,SKD,445
DME,TIV,335
EGO,DME,104
FEG,DME,319
KSQ,DME,661
LED,ASF,77
NMA,DME,134
NVI,DME,645
SKD,DME,432
TIV,DME,633
ANU,PTP,325
CAY,FDF,222
CUR,SDQ,283
DOM,PTP,990
DOM,SXM,657
FDF,CAY,419
FDF,PTP,796
FDF,SDQ,745
FDF,SLU,443
PTP,ANU,54
PTP,DOM,970
PTP,FDF,326
PTP,SBH,970
PTP,SDQ,901
PTP,SFG,128
PTP,SXM,944
SBH,PTP,349
SDQ,PTP,734
SDQ,SXM,728
SFG,PTP,128
SLU,FDF,95
SXM,DOM,750
SXM,PTP,305
SXM,SDQ,791
BHY,XIY,114
CAN,CKG,32
CAN,CTU,34
CAN,SPN,532
CGO,CGQ,37
CGO,CKG,85
CGO,CTU,138
CGO,HGH,57
CGO,HRB,53
CGO,KMG,94
CGO,URC,135
CGQ,CGO,140
CGQ,NKG,142
CGQ,TNA,130
CGQ,TSN,136
CKG,CAN,111
CKG,CGO,72
CKG,CSX,106
CKG,CTU,44
CKG,CZX,133
CKG,DLC,129
CKG,DYG,149
CKG,HAK,140
CKG,HGH,71
CKG,HKT,555
CKG,INC,98
CKG,KHN,93
CKG,KMG,106
CKG,LHW,43
CKG,LJG,115
CKG,LXA,65
CKG,NGB,35
CKG,NKG,109
CKG,NNG,71
CKG,PEK,103
CKG,PVG,84
CKG,SWA,93
CKG,SYD,316
CKG,SYX,64
CKG,SZX,43
CKG,TNA,74
CKG,TSA,140
CKG,TSN,41
CKG,TYN,89
CKG,URC,53
CKG,WUH,56
CKG,WUX,87
CKG,XIY,141
CKG,XNN,33
CKG,YIH,124
CKG,ZHA,52
CSX,CKG,60
CSX,CTU,148
CSX,FOC,54
CSX,KMG,74
CSX,SHE,127
CSX,WNZ,106
CSX,XMN,103
CTU,CAN,118
CTU,CGO,101
CTU,CKG,132
CTU,CSX,54
CTU,DSN,34
CTU,HAK,106
CTU,HDG,136
CTU,HET,101
CTU,HFE,101
CTU,HGH,101
CTU,HKG,443
CTU,HKT,158
CTU,ICN,169
CTU,INC,128
CTU,JHG,106
CTU,JZH,87
CTU,KHN,84
CTU,KMG,120
CTU,KOW,134
CTU,KWE,57
CTU,LHW,150
CTU,LJG,143
CTU,LUM,148
CTU,LXA,38
CTU,LZY,146
CTU,MEL,879
CTU,NKG,128
CTU,NNG,79
CTU,PEK,38
CTU,PVG,49
CTU,SHE,144
CTU,SJW,54
CTU,SYX,145
CTU,SZX,121
CTU,TAO,83
CTU,TNA,48
CTU,TSA,482
CTU,TSN,137
CTU,TYN,71
CTU,URC,64
CTU,WNZ,127
CTU,WUH,115
CTU,WUX,88
CTU,WXN,55
CTU,XIC,69
CTU,XIY,144
CTU,XMN,53
CTU,XNN,134
CTU,XUZ,111
CTU,YIH,59
CTU,YTY,48
CZX,CKG,132
CZX,HRB,107
CZX,XMN,47
CZX,ZUH,110
DAT,TYN,82
DLC,CKG,142
DLC,HGH,56
DLC,HRB,100
DLC,TNA,138
DLC,XUZ,131
DNH,LHW,139
DSN,CTU,96
DSN,SHE,50
DYG,CKG,114
DYG,NKG,96
FOC,CSX,38
FOC,XIY,47
GXH,LXA,71
GXH,XIY,72
HAK,CKG,43
HAK,CTU,67
HAK,HGH,148
HAK,NGB,136
HAK,ZUH,125
HDG,CTU,73
HET,CTU,126
HFE,CTU,33
HGH,CGO,87
HGH,CKG,112
HGH,CTU,33
HGH,DLC,149
HGH,HAK,107
HGH,KWE,82
HGH,TSN,52
HGH,TYN,143
HKG,CTU,604
HKG,YIH,88
HKG,ZHA,210
HKT,CKG,917
HKT,CTU,374
HRB,CGO,100
HRB,CZX,121
HRB,DLC,52
HRB,INC,142
HRB,NGB,54
HRB,NKG,134
HRB,SJW,117
HRB,TNA,73
HRB,TSN,129
HRB,WNZ,65
HRB,WUH,121
HRB,XIY,33
HRB,XUZ,139
ICN,CTU,416
INC,CKG,147
INC,CTU,92
INC,HRB,142
INC,KWL,51
JGN,LHW,72
JHG,CTU,97
JHG,KMG,150
JJN,KWE,82
JJN,WUH,90
JZH,CTU,73
KHG,URC,122
KHN,CKG,127
KHN,CTU,77
KHN,KMG,150
KHN,NGB,89
KMG,CGO,36
KMG,CKG,79
KMG,CSX,150
KMG,CTU,61
KMG,JHG,126
KMG,KHN,77
KMG,KWE,128
KMG,LUM,138
KMG,NGB,126
KMG,NKG,41
KMG,TAO,142
KMG,TNA,46
KMG,TPE,386
KMG,WXN,76
KMG,XIY,120
KMG,XMN,95
KMG,XUZ,149
KOW,CTU,57
KOW,XMN,72
KWE,CTU,127
KWE,HGH,119
KWE,JJN,143
KWE,KMG,71
KWE,LHW,60
KWE,SYX,63
KWE,WNZ,70
KWE,XUZ,85
KWL,INC,101
KWL,SJW,92
KWL,SYX,130
LHW,CKG,142
LHW,CTU,104
LHW,DNH,55
LHW,JGN,79
LHW,KWE,84
LHW,TSN,144
LJG,CKG,136
LJG,CTU,114
LJG,MIG,99
LUM,CTU,144
LUM,KMG,48
LXA,CKG,62
LXA,CTU,89
LXA,GXH,74
LXA,XIY,48
LXA,XNN,58
LYI,XIY,37
LZY,CTU,122
MEL,CTU,777
MIG,LJG,130
MIG,NKG,86
MIG,SYX,93
MIG,XNN,118
NGB,CKG,78
NGB,HAK,40
NGB,HRB,61
NGB,KHN,145
NGB,KMG,133
NGB,SHE,57
NGB,SYX,74
NKG,CGQ,135
NKG,CKG,51
NKG,CTU,105
NKG,DYG,115
NKG,HRB,139
NKG,KMG,114
NKG,MIG,90
NKG,SYX,55
NNG,CKG,145
NNG,CTU,91
NNG,SGN,652
NNG,WUH,65
PEK,CKG,92
PEK,CTU,53
PEK,WXN,145
PEK,ZHY,88
PVG,CKG,105
PVG,CTU,119
PVG,SPN,295
SGN,NNG,70
SHE,CSX,131
SHE,CTU,94
SHE,DSN,132
SHE,NGB,31
SHE,TYN,150
SHE,XUZ,86
SHE,YVR,609
SJW,CTU,130
SJW,HRB,140
SJW,KWL,82
SPN,CAN,714
SPN,PVG,872
SWA,CKG,104
SYD,CKG,708
SYX,CKG,122
SYX,CTU,146
SYX,KWE,134
SYX,KWL,123
SYX,MIG,71
SYX,NGB,100
SYX,NKG,148
SYX,TNA,123
SYX,WNZ,146
SYX,YBP,113
SZX,CKG,137
SZX,CTU,57
SZX,WXN,97
TAO,CTU,35
TAO,KMG,68
TNA,CGQ,141
TNA,CKG,30
TNA,CTU,140
TNA,DLC,117
TNA,HRB,49
TNA,KMG,110
TNA,SYX,57
TNA,XIY,135
TPE,KMG,140
TSA,CKG,480
TSA,CTU,374
TSN,CGQ,74
TSN,CKG,82
TSN,CTU,125
TSN,HGH,99
TSN,HRB,89
TSN,LHW,79
TYN,CKG,47
TYN,CTU,59
TYN,DAT,57
TYN,HGH,38
TYN,SHE,52
URC,CGO,88
URC,CKG,106
URC,CTU,44
URC,KHG,33
URC,XIY,110
UYN,XIY,119
WNZ,CSX,47
WNZ,CTU,149
WNZ,HRB,142
WNZ,KWE,124
WNZ,SYX,132
WUH,CKG,93
WUH,CTU,106
WUH,HRB,65
WUH,JJN,129
WUH,NNG,104
WUX,CKG,104
WUX,CTU,134
WXN,CTU,71
WXN,KMG,55
WXN,PEK,114
WXN,SZX,149
XIC,CTU,67
XIY,BHY,93
XIY,CKG,119
XIY,CTU,118
XIY,FOC,135
XIY,GXH,109
XIY,HRB,70
XIY,KMG,92
XIY,LXA,81
XIY,LYI,36
XIY,TNA,144
XIY,URC,53
XIY,UYN,32
XIY,XMN,106
XIY,XNN,146
XIY,YBP,132
XMN,CSX,67
XMN,CTU,150
XMN,CZX,112
XMN,KMG,88
XMN,KOW,51
XMN,XIY,95
XNN,CKG,99
XNN,CTU,141
XNN,LXA,49
XNN,MIG,147
XNN,XIY,145
XNN,ZHY,117
XUZ,CTU,115
XUZ,DLC,58
XUZ,HRB,40
XUZ,KMG,44
XUZ,KWE,33
XUZ,SHE,60
YBP,SYX,94
YBP,XIY,99
YIH,CKG,129
YIH,CTU,94
YIH,HKG,962
YTY,CTU,110
YVR,SHE,481
ZHA,CKG,90
ZHA,HKG,802
ZHY,PEK,31
ZHY,XNN,65
ZUH,CZX,130
ZUH,HAK,59
LAS,LAX,77
LAX,LAS,31
CAI,TLV,699
TLV,CAI,591
MCG,NIB,38
NIB,MCG,87
TLJ,MCG,95
EYK,VKO,47
NCU,VKO,688
NUX,TJM,139
NUX,UFA,53
NUX,VKO,138
NYM,OVS,71
NYM,VKO,84
OVS,NYM,113
OVS,SVX,69
OVS,VKO,80
SVX,OVS,93
TJM,NUX,120
UCT,VKO,94
UFA,NUX,43
VKO,EYK,145
VKO,NCU,781
VKO,NUX,47
VKO,NYM,78
VKO,OVS,133
VKO,UCT,67
BKK,DAC,451
BZL,DAC,110
CCU,CGP,57
CCU,DAC,539
CGP,CCU,816
CGP,DAC,87
CGP,MCT,429
CXB,DAC,63
DAC,BKK,626
DAC,BZL,94
DAC,CCU,612
DAC,CGP,37
DAC,CXB,78
DAC,DXB,292
DAC,JED,689
DAC,JSR,48
DAC,KTM,684
DAC,KUL,831
DAC,MCT,243
DAC,SPD,123
DAC,ZYL,96
DXB,DAC,551
JED,DAC,736
JSR,DAC,66
KTM,DAC,634
KUL,DAC,272
MCT,CGP,393
MCT,DAC,702
RJH,DAC,105
SPD,DAC,82
SPD,RJH,136
ZYL,DAC,91
YGZ,YRB,67
YRB,YGZ,141
DFW,EZE,401
EZE,DFW,354
EZE,JFK,245
EZE,MIA,342
EZE,PUJ,159
JFK,EZE,834
MIA,EZE,135
MIA,PUJ,235
PUJ,EZE,289
PUJ,MIA,138
YEG,YXY,31
YLW,YVR,89
YLW,YXY,85
YOW,YZF,128
YVR,YLW,66
YVR,YXY,113
YXY,YLW,52
YXY,YVR,122
YXY,YYC,75
YXY,YZF,42
YYC,YEG,120
YZF,YOW,36
YZF,YXY,49
ACA,MEX,98
ACA,TLC,90
AGU,MEX,116
BOG,MEX,455
CEN,MEX,129
CJS,MEX,106
CME,MEX,124
CPE,MEX,45
CTM,MEX,77
CUL,MEX,121
CUN,MEX,49
CUN,MTY,55
CUN,TLC,146
CUU,MEX,75
CZM,MEX,72
GDL,MEX,32
GDL,MTY,31
GDL,SAT,893
GDL,SJD,129
GDL,SNA,123
GDL,TIJ,76
GUA,MEX,768
HAV,MEX,825
HMO,MEX,85
HUX,MEX,86
JFK,MEX,818
LAP,MEX,69
LAS,MTY,125
LAS,TLC,50
MEX,ACA,120
MEX,AGU,124
MEX,BOG,199
MEX,CEN,110
MEX,CJS,64
MEX,CME,137
MEX,CPE,104
MEX,CTM,111
MEX,CUL,114
MEX,CUN,140
MEX,CUU,107
MEX,CZM,107
MEX,GDL,60
MEX,GUA,502
MEX,HAV,607
MEX,HMO,74
MEX,HUX,129
MEX,JFK,725
MEX,LAP,65
MEX,MIA,923
MEX,MID,94
MEX,MTT,51
MEX,MTY,112
MEX,MZT,89
MEX,OAX,57
MEX,PVR,93
MEX,REX,148
MEX,SAT,383
MEX,SJD,138
MEX,SJO,805
MEX,SNA,72
MEX,TAM,137
MEX,TGZ,92
MEX,TIJ,48
MEX,TRC,117
MEX,VER,87
MEX,VSA,125
MEX,ZCL,82
MEX,ZIH,42
MEX,ZLO,85
MIA,MEX,712
MID,MEX,142
MTT,MEX,79
MTY,CUN,138
MTY,GDL,135
MTY,LAS,798
MTY,MEX,78
MTY,SAT,940
MTY,TLC,121
MZT,MEX,123
OAX,MEX,127
PVR,MEX,96
PVR,TLC,147
REX,MEX,140
SAT,GDL,768
SAT,MEX,78
SAT,MTY,371
SAT,TLC,744
SJD,GDL,44
SJD,MEX,87
SJD,TLC,149
SJO,MEX,276
SNA,GDL,420
SNA,MEX,103
TAM,MEX,137
TGZ,MEX,34
TIJ,GDL,133
TIJ,MEX,118
TLC,ACA,132
TLC,CUN,83
TLC,LAS,285
TLC,MTY,65
TLC,PVR,134
TLC,SAT,915
TLC,SJD,90
TLC,ZIH,33
TRC,MEX,66
VER,MEX,75
VSA,MEX,114
ZCL,MEX,78
ZIH,MEX,129
ZIH,TLC,85
ZLO,MEX,145
DEL,HEA,867
DEL,KBL,877
DXB,KBL,823
HEA,DEL,884
HEA,ISB,112
HEA,KBL,47
ISB,HEA,228
ISB,KBL,176
KBL,DEL,917
KBL,DXB,100
KBL,HEA,85
KBL,ISB,544
KBL,MZR,117
MZR,KBL,121
AYT,ZRH,351
BSL,HRG,166
HRG,BSL,983
HRG,ZRH,130
PRN,ZRH,602
RMF,ZRH,748
SKP,ZRH,498
ZRH,AYT,590
ZRH,HRG,155
ZRH,PRN,336
ZRH,RMF,764
ZRH,SKP,387
AGP,STR,535
AGP,TXL,450
ALG,CGN,390
AMS,HAM,738
AOI,DUS,547
AOI,TXL,883
ARN,CGN,134
ARN,DUS,676
ARN,HAM,93
ATH,CGN,719
ATH,STR,686
AYT,CGN,979
BCN,CGN,601
BCN,DUS,496
BCN,HAJ,744
BCN,HAM,798
BCN,STR,618
BDS,STR,397
BEG,STR,859
BGO,HAM,814
BHX,HAM,489
BHX,TXL,947
BIA,CGN,216
BIA,DUS,372
BIA,HAM,146
BIA,STR,558
BIA,TXL,194
BIO,DUS,334
BIO,STR,460
BLQ,CGN,320
BLQ,TXL,115
BRE,STR,88
BRI,CGN,260
BRI,DUS,313
BRI,STR,295
BRU,STR,947
BSL,DUS,225
BUD,CGN,552
BUD,HAM,300
BUD,STR,900
CAG,CGN,667
CAG,DUS,414
CAG,STR,323
CDG,HAM,993
CFU,CGN,984
CFU,DRS,635
CFU,STR,557
CGN,ALG,366
CGN,ARN,540
CGN,ATH,825
CGN,AYT,795
CGN,BCN,901
CGN,BIA,901
CGN,BLQ,847
CGN,BRI,937
CGN,BUD,545
CGN,CAG,360
CGN,CFU,223
CGN,CLY,973
CGN,CTA,311
CGN,DBV,234
CGN,DRS,122
CGN,DUB,219
CGN,EDI,936
CGN,FAO,638
CGN,FCO,718
CGN,FDH,109
CGN,HAM,87
CGN,HDF,34
CGN,HER,607
CGN,IBZ,764
CGN,JMK,951
CGN,JTR,373
CGN,KGS,610
CGN,KLU,50
CGN,KVA,58
CGN,LEJ,84
CGN,LHR,80
CGN,LIS,982
CGN,LPA,579
CGN,MAN,835
CGN,MXP,104
CGN,NAP,465
CGN,NCE,204
CGN,NDR,917
CGN,OLB,245
CGN,PMI,852
CGN,PMO,745
CGN,PRG,68
CGN,PSA,726
CGN,PUY,804
CGN,RAK,577
CGN,RHO,822
CGN,RJK,631
CGN,RLG,113
CGN,SAW,92
CGN,SJJ,1000
CGN,SKG,829
CGN,SPU,759
CGN,STN,72
CGN,SUF,510
CGN,SZG,753
CGN,TLV,249
CGN,TUN,278
CGN,TXL,97
CGN,VCE,453
CGN,VIE,301
CGN,VRN,473
CGN,WAW,199
CGN,XRY,642
CGN,ZAD,184
CGN,ZAG,953
CGN,ZRH,208
CLY,CGN,775
CTA,CGN,943
CTA,DUS,500
CTA,HAJ,620
CTA,HAM,190
CTA,STR,131
CTA,TXL,350
CWL,DUS,769
DBV,CGN,69
DBV,DUS,469
DBV,HAJ,635
DBV,HAM,715
DBV,STR,85
DBV,TXL,538
DRS,CFU,172
DRS,CGN,31
DRS,DUS,74
DRS,STR,99
DTM,HDF,125
DTM,MUC,127
DTM,PMI,191
DTM,SAW,619
DTM,SPU,599
DUB,CGN,545
DUB,DUS,631
DUS,AOI,576
DUS,ARN,462
DUS,BCN,96
DUS,BIA,891
DUS,BIO,873
DUS,BRI,950
DUS,BSL,301
DUS,CAG,403
DUS,CTA,98
DUS,CWL,382
DUS,DBV,124
DUS,DRS,150
DUS,DUB,738
DUS,GVA,636
DUS,HDF,111
DUS,HER,760
DUS,IBZ,276
DUS,KTW,627
DUS,LEJ,41
DUS,LYS,333
DUS,MAD,550
DUS,MPL,425
DUS,MXP,468
DUS,NQY,684
DUS,NUE,46
DUS,OLB,435
DUS,PMI,720
DUS,POZ,949
DUS,PRG,855
DUS,PRN,645
DUS,SKG,415
DUS,SPU,492
DUS,SUF,457
DUS,TRN,253
DUS,VCE,278
DUS,WAW,363
DUS,WRO,169
DUS,ZAD,801
EDI,CGN,259
FAO,CGN,898
FAO,HAM,430
FAO,STR,629
FCO,CGN,367
FCO,HAJ,808
FCO,HAM,798
FCO,STR,676
FCO,TXL,308
FDH,CGN,56
FKB,HAM,149
FMM,HAM,49
FMM,TXL,54
FRA,HDF,60
GVA,DUS,742
GVA,HAM,248
HAJ,BCN,999
HAJ,CTA,770
HAJ,DBV,513
HAJ,FCO,723
HAJ,HER,994
HAJ,MXP,928
HAJ,NAP,86
HAJ,PMI,95
HAJ,PRN,395
HAJ,SAW,818
HAJ,SKG,700
HAJ,SPU,75
HAJ,STN,848
HAJ,STR,99
HAJ,SUF,782
HAJ,VCE,918
HAJ,VIE,72
HAM,AMS,848
HAM,ARN,710
